Name,Original_Language,Vote_Count,Vote_Average,First_Air_Date,Last_Air_Date,In_Production,Popularity,Genres
Gardalul,ku,2,10.0,1/1/1970,1/1/1970,false,0.6,Action & Adventure, Drama, Reality
Rain,ku,1,10.0,2/2/2023,3/7/2023,true,2.471,Drama, Family
Hurricane,ku,1,10.0,,1/2/2004,false,0.6,
Jumea (Friday),ku,1,10.0,,3/1/2004,false,0.0,Family, Drama, Comedy
Samara,ku,1,10.0,4/2/2022,4/30/2022,true,0.739,Drama, Comedy
Koshky Hanar,ku,1,10.0,3/24/2023,4/25/2023,true,0.776,Drama
kurd Idol,ku,1,10.0,5/9/2017,8/8/2017,true,1.512,Reality
Samay Tarza,ku,1,10.0,6/20/2019,6/20/2019,true,0.6,
zaninzon,ku,0,0.0,3/11/2024,3/11/2024,true,1.225,Reality
Reshanism,ku,0,0.0,8/10/2017,8/10/2017,false,0.6,Talk, Comedy
