Name,Original_Language,Vote_Count,Vote_Average,First_Air_Date,Last_Air_Date,In_Production,Popularity,Genres
Lyngbø Og Hærlands Big Bang,se,1,10.0,3/5/2010,2/18/2011,false,0.6,Documentary, Comedy
