Name,Original_Language,Vote_Count,Vote_Average,First_Air_Date,Last_Air_Date,In_Production,Popularity,Genres
Kavyaarohan,ne,1,10.0,11/23/2019,3/14/2020,true,0.68,Reality
Meri Bassai,ne,1,10.0,,,true,1.143,Comedy, Drama
Nepal Idol,ne,1,8.0,4/19/2017,4/24/2017,true,0.627,Family
Blind Date,ne,0,0.0,2/26/2021,2/26/2021,true,0.6,
Herne Katha,ne,0,0.0,3/1/2018,2/1/2020,true,1.4,Documentary
Just Another Love Story,ne,0,0.0,9/15/2019,11/24/2019,true,1.222,Drama
