Name,Original_Language,Vote_Count,Vote_Average,First_Air_Date,Last_Air_Date,In_Production,Popularity,Genres
The Village Is Burning, and the Grandmother Is Combing Her Hair,sr,2,10.0,3/10/2007,3/10/2007,false,10.258,Comedy, Drama
Wounded Eagle,sr,2,10.0,12/22/2008,1/15/2009,false,1.951,Drama
The Roots,sr,1,10.0,10/21/2018,12/23/2018,false,1.795,Drama
Flat Hill,sr,1,10.0,11/10/2013,1/12/2014,true,2.236,Drama, War & Politics
Salaš u Malom Ritu,sr,1,10.0,,,false,0.6,Drama
Military Academy,sr,1,10.0,1/28/2012,5/12/2012,true,2.09,Comedy, Drama
The Sindjelic Family,sr,2,9.5,10/13/2013,1/25/2017,true,2.365,Comedy
Once Upon a Time There Was a Country,sr,6,9.2,11/8/1996,11/13/1996,false,1.101,
My Cousin from the Village,sr,2,9.0,10/26/2008,5/3/2009,true,8.561,Comedy, Drama
Tycoon,sr,2,9.0,3/15/2020,5/17/2020,true,2.073,Drama
Hotel Balkan,sr,1,9.0,9/21/2020,11/2/2020,true,5.379,Drama, Mystery, Soap
Air Bridge,sr,1,9.0,3/9/2024,3/24/2024,true,16.799,War & Politics, Drama
The Jagodic Family,sr,1,9.0,10/21/2012,3/1/2015,false,6.237,Drama
South Wind,sr,8,8.5,1/19/2020,4/2/2023,true,9.456,Crime, Drama
The Clan,sr,3,8.5,12/25/2020,10/30/2022,true,2.092,Crime, Comedy
Black Gruya,sr,2,8.5,10/10/2003,10/22/2004,false,2.2,Comedy
Bones,sr,2,8.5,11/21/2020,12/20/2020,false,1.099,Drama, Crime
Dream Team,sr,2,8.5,1/2/2021,2/14/2021,false,2.278,Comedy
Marked in the Restricted Area,sr,2,8.5,11/1/2018,11/14/2019,true,15.84,Comedy, Drama
My Father's Murderers,sr,16,8.469,10/23/2016,3/26/2023,true,7.357,Crime
Black Sun,sr,19,8.3,10/22/2017,1/13/2020,false,10.103,Crime, Drama, War & Politics
Flesh,sr,3,8.3,10/28/2017,1/6/2018,false,0.863,Drama, Crime
The Storks Will Return,sr,7,8.286,11/9/2007,6/6/2008,false,2.682,Drama, Comedy
Mom and Dad Are Playing War,sr,3,8.2,10/17/2020,7/11/2022,true,2.187,Comedy, Drama
Andrija and Andjelka,sr,3,8.0,10/5/2015,10/13/2016,true,7.815,Comedy
Montevideo, God Bless You!,sr,3,8.0,2/13/2012,6/8/2014,true,2.125,Action & Adventure, Comedy, Drama
United Brothers,sr,2,8.0,,,false,0.963,Comedy
Black Wedding,sr,2,8.0,10/23/2021,11/21/2021,true,2.274,Mystery, Sci-Fi & Fantasy
Awake,sr,1,8.0,10/4/2021,10/13/2021,true,2.286,Crime, Drama, Mystery
Bad Blood,sr,1,8.0,12/4/2021,1/2/2022,true,5.379,Drama
Once upon a time in Serbia,sr,1,8.0,9/3/2022,9/25/2022,true,0.6,
White Ship,sr,1,8.0,12/17/2006,4/1/2012,false,1.809,Comedy
Professor Miskovic's Notebook,sr,1,8.0,5/22/2021,6/2/2021,true,1.813,Mystery, Sci-Fi & Fantasy
Priest's Wife,sr,1,8.0,10/18/2022,1/10/2023,true,0.758,Comedy
Delirium Tremens,sr,1,8.0,9/21/2019,10/12/2019,false,0.932,Comedy, Drama
The State Job,sr,9,7.8,9/24/2012,11/13/2018,true,4.432,Comedy
Civil Servant,sr,2,7.8,3/24/2019,5/29/2022,true,8.061,Crime, Drama, Action & Adventure
The Group,sr,3,7.7,10/13/2019,12/22/2019,true,0.745,Drama, Crime
Open Doors,sr,5,7.5,11/25/1994,11/27/2013,true,4.597,Comedy
Morning Changes Everything,sr,6,7.333,10/8/2018,12/12/2018,false,3.77,Drama
Besa,sr,6,7.3,12/16/2018,12/26/2021,true,3.543,Crime, Drama
Tajna vinove loze,sr,3,7.3,,,true,2.503,Drama, Mystery
Love, Habit, Panic,sr,2,7.0,2/6/2005,6/12/2005,false,1.237,Comedy
Five,sr,1,7.0,3/9/2019,5/18/2019,true,4.898,Crime
Walking with a Lion,sr,1,7.0,12/17/2022,1/15/2023,true,1.229,Comedy, Drama
In the Clinch,sr,1,7.0,8/29/2022,9/23/2023,true,6.932,Drama
Professor Kosta Vujic's Hat,sr,1,7.0,2/16/2013,4/6/2013,false,0.994,Comedy, Family
Trail of the Beast,sr,1,7.0,7/1/2023,7/22/2023,true,3.354,Crime, Drama
Kingdom of Yugoslavia in World War II,sr,1,7.0,1/1/2016,1/8/2016,false,0.6,Documentary
Underneath,sr,5,6.7,9/6/2020,4/3/2022,false,4.391,Crime, Drama, Mystery
