Name,Original_Language,Vote_Count,Vote_Average,First_Air_Date,Last_Air_Date,In_Production,Popularity,Genres
Lutung Kasarung,id,2,10.0,6/11/2004,6/11/2004,false,0.717,Action & Adventure, Drama, War & Politics
17 Forever,id,1,10.0,3/10/2022,7/7/2022,true,1.374,Drama
Karmapala,id,1,10.0,6/14/2002,1/14/2003,false,2.9,Action & Adventure, War & Politics
Mandala dari Sungai Ular,id,1,10.0,12/16/2004,12/16/2004,false,1.255,Action & Adventure, Sci-Fi & Fantasy, War & Politics
Mahkota Mayangkara,id,1,10.0,6/21/1993,6/21/1993,false,1.692,
Mahkota Majapahit,id,1,10.0,6/21/1994,6/21/1994,false,2.02,Action & Adventure, War & Politics
Jurus Halilintar,id,1,10.0,5/11/2004,5/11/2004,false,1.217,Action & Adventure, Sci-Fi & Fantasy, Soap, War & Politics
Wali Songo,id,1,10.0,10/25/2003,10/25/2003,false,2.302,Action & Adventure, War & Politics
Kaca Benggala,id,1,10.0,12/28/1994,12/28/1994,false,3.525,Action & Adventure, Mystery
Pengantin Lembah Hantu,id,1,10.0,12/11/2003,12/11/2003,false,1.968,Action & Adventure, Mystery, Sci-Fi & Fantasy, War & Politics
Keris Empu Gandring,id,1,10.0,6/15/2004,6/15/2004,false,2.087,Action & Adventure, War & Politics
Santet,id,1,10.0,3/11/2004,3/11/2004,false,1.241,Action & Adventure, Mystery, Sci-Fi & Fantasy
Ocean Star,id,1,10.0,9/19/2022,1/8/2023,false,0.798,Drama
Kugapai Cintamu,id,1,10.0,6/9/2007,6/9/2007,false,1.122,Family, Drama, Soap
Andini,id,1,10.0,,,false,1.205,Family, Drama, Soap
Substitute Husband,id,1,10.0,3/1/2022,3/19/2023,false,1.365,Drama, Family
Misteri  Gunung Merapi,id,1,10.0,11/1/1998,11/1/1998,false,3.459,Action & Adventure, Mystery, War & Politics
Singgasana Brama Kumbara,id,1,10.0,3/4/1995,3/4/1995,false,2.455,Action & Adventure, War & Politics
Pengorbanan Anggun,id,1,10.0,12/2/2009,12/2/2009,false,1.301,Drama, Family
Nic & Mar,id,1,10.0,3/13/2015,4/3/2015,false,1.297,Drama
Monalisa,id,1,10.0,12/22/2008,12/22/2008,false,1.4,Drama, Family
Panji,id,1,10.0,8/13/2007,8/13/2007,false,1.4,Crime, Drama, Family
Nyi Roro Kidul,id,1,10.0,6/10/2003,6/10/2003,false,2.088,Action & Adventure, Drama, War & Politics
Tutur Tinular,id,1,10.0,10/25/1997,7/2/1999,false,6.633,Action & Adventure, War & Politics
Larasati,id,1,10.0,12/1/2008,12/1/2008,false,0.915,Crime, Drama, Family
Tiara,id,1,10.0,9/15/2007,9/15/2007,false,1.74,Drama, Family
Mukjizat Cinta,id,1,10.0,8/3/2009,8/3/2009,false,1.158,Drama, Family, Soap
Tunnel,id,1,10.0,12/23/2019,3/30/2020,false,3.458,Crime, Drama, Mystery
Serigala Terakhir: The Series,id,1,10.0,9/25/2020,9/21/2022,true,0.0,Action & Adventure, Crime, Drama
Nyi Roro Kidul,id,1,10.0,3/4/2019,3/4/2019,true,0.88,
Comedy Island Indonesia,id,1,10.0,11/9/2023,11/9/2023,true,4.964,Comedy, Reality
Married Ex-Boyfriend,id,1,10.0,1/31/2023,2/28/2023,false,1.565,Drama
Di Antara Dua Pilihan,id,1,10.0,,,false,1.12,Family, Drama, Soap
Knock Out Girl,id,1,10.0,12/12/2018,1/18/2019,false,1.457,Drama
Kelaku The Series,id,1,10.0,7/17/2023,7/17/2023,true,0.6,Comedy, Mystery
Beware of Sule,id,1,10.0,4/1/2008,4/1/2008,false,1.442,Comedy
The East,id,1,10.0,1/31/2015,9/4/2016,true,19.296,
Roro Mendut,id,1,10.0,1/18/2005,1/18/2005,false,2.066,Action & Adventure, War & Politics
Good Friends,id,1,10.0,,11/15/2020,true,0.6,Reality
Halal Lover,id,1,10.0,5/9/2022,5/27/2022,true,1.354,Drama, Comedy, Family
Pacah Paruik,id,1,10.0,1/2/2016,11/1/2018,true,1.007,Comedy
Dendam Nyi Pelet,id,1,10.0,3/12/2001,3/12/2001,false,4.619,Action & Adventure, Crime, Sci-Fi & Fantasy, War & Politics
Mahram Untuk Najwa,id,1,10.0,7/30/2021,8/15/2021,false,1.4,Drama
Putri Duyung Marina,id,1,10.0,4/19/2010,4/19/2010,false,1.447,Sci-Fi & Fantasy, Soap, Action & Adventure, Drama
Tiara of Love,id,1,10.0,5/24/2021,6/5/2021,true,0.6,
Jihan,id,1,10.0,9/1/2008,9/1/2008,false,2.168,Family, Drama, Soap
Amanda,id,1,10.0,4/23/2009,4/23/2009,false,1.463,Family, Soap, Drama
Anak Membawa Berkah,id,1,10.0,8/22/2009,8/22/2009,false,2.906,Family, Drama, Soap
Angling Dharma,id,1,10.0,5/10/2000,5/10/2000,false,1.268,War & Politics, Action & Adventure
A+,id,8,9.6,5/25/2023,5/25/2023,false,6.114,Drama
