Name,Original_Language,Vote_Count,Vote_Average,First_Air_Date,Last_Air_Date,In_Production,Popularity,Genres
Medikai paramedikai,lt,1,10.0,12/21/2020,7/8/2021,true,2.855,Comedy
Stay there,lt,1,10.0,9/11/2016,6/16/2018,true,5.161,Talk, Comedy, News
Unloved,lt,1,10.0,1/4/2009,1/4/2009,false,0.0,
Pasmerkti,lt,1,10.0,2/14/2011,2/5/2018,true,13.769,Crime, Drama
Svetimi,lt,1,10.0,2/8/2010,5/25/2010,false,7.854,Crime, Drama
Rezidentai,lt,1,10.0,9/1/2014,3/23/2017,false,18.239,Comedy
Starkaus ir Radzevičiaus kelionės,lt,1,10.0,1/1/2007,6/28/2023,true,0.6,Documentary, Reality
Nekenčiu reklamos,lt,1,9.0,1/1/2000,1/2/2001,false,4.975,Comedy
Pelėkautai,lt,2,8.0,11/30/1986,11/30/1986,false,1.4,Mystery, Crime
Pabandom iš naujo,lt,1,5.0,,2/18/2023,true,1.4,
Šviesoforas,lt,0,0.0,3/13/2017,2/28/2018,false,19.782,Comedy, Family
Tai kur toliau?,lt,0,0.0,2/9/2022,2/9/2022,true,0.6,
Sala. 2029,lt,0,0.0,9/12/2023,10/3/2023,true,24.763,Drama, Sci-Fi & Fantasy
Gaujų karai. Ledlaužis,lt,0,0.0,10/23/2022,10/23/2022,false,2.533,Crime
Troll Farm,lt,0,0.0,1/15/2023,2/12/2023,true,1.854,Comedy, Drama
Detektyvai:209,lt,0,0.0,4/28/2023,7/14/2023,true,1.456,Comedy, Crime
Kas būtų, jeigu nebūtų Mėnulio,lt,0,0.0,3/26/2023,5/28/2023,true,0.6,Crime, Comedy
People who created Lithuania,lt,0,0.0,,,false,0.6,Documentary
T1NKL4S,lt,0,0.0,9/2/2022,12/16/2022,true,2.178,Crime
Medžioklės sezonas,lt,0,0.0,10/20/2022,10/20/2022,true,0.6,Reality, Action & Adventure
Kurmis,lt,0,0.0,10/11/2021,10/11/2021,true,0.866,Crime, Drama
Juodosios našlės,lt,0,0.0,10/25/2016,1/10/2017,false,11.33,Drama
Prakeikti,lt,0,0.0,9/1/2019,5/31/2023,true,6.159,Crime, Drama
Summer of Love,lt,0,0.0,8/7/2007,8/14/2007,false,1.092,
Žalia balta. Iki švilpuko,lt,0,0.0,10/16/2021,10/16/2021,true,1.116,Documentary
Savo akimis,lt,0,0.0,11/9/2022,11/9/2022,true,0.637,Drama
Rimti Reikalai,lt,0,0.0,9/3/2018,9/7/2023,true,0.865,
Gang Wars. Princes,lt,0,0.0,10/12/2020,12/7/2020,false,2.045,Crime, Drama
Gelbėtojai išgelbėtojai,lt,0,0.0,11/10/2021,2/2/2022,true,1.96,Comedy
Chameleon,lt,0,0.0,1/1/1989,1/1/1989,false,0.84,Drama
Monikai reikia meilės,lt,0,0.0,1/9/2019,12/23/2021,true,1.403,
Tobula kopija,lt,0,0.0,3/23/2015,11/24/2015,false,2.744,Crime, Drama
Kam ta meilė?,lt,0,0.0,6/25/2018,9/5/2019,false,2.054,Comedy, Drama
Stanionis. Gyvenimo kova,lt,0,0.0,6/26/2023,6/26/2023,true,0.6,Documentary
Gang Wars. Pigeons,lt,0,0.0,3/1/2021,5/17/2021,false,1.815,
Myliu Ameriką,lt,0,0.0,2/12/2009,2/12/2009,true,0.6,
Pagaminta Kinijoje,lt,0,0.0,12/20/2010,12/20/2010,true,0.6,
Tuk Tuk Indija,lt,0,0.0,2/24/2008,2/24/2008,true,0.6,
Gang Wars. Shadows,lt,0,0.0,9/13/2021,9/30/2021,false,0.892,Drama, Crime
Šilko kelias,lt,0,0.0,2/10/2008,2/10/2008,true,0.6,
Afrika.LT,lt,0,0.0,12/19/2007,12/19/2007,true,0.6,
Gaujų karai. Klampios pėdos,lt,0,0.0,4/19/2022,4/19/2022,false,2.346,Crime, Drama
GalvOk,lt,0,0.0,9/8/2018,9/23/2023,true,3.147,Talk, Reality, Family
Nacionalinė ekspedicija,lt,0,0.0,9/1/2015,8/3/2021,true,0.908,Documentary
Rich poor,lt,0,0.0,2/23/2019,2/23/2019,true,0.6,
Women Lie Better,lt,0,0.0,2/4/2008,10/2/2023,true,272.951,Comedy, Drama
Visi vyrai - kiaulės,lt,0,0.0,8/31/2015,4/24/2017,false,5.379,
Pats brangiausias serialas,lt,0,0.0,1/12/2022,3/15/2022,true,1.988,Comedy, Drama
The Home of Basketball,lt,0,0.0,10/6/2021,12/15/2021,false,1.267,Documentary
Gang Wars. Pythons,lt,0,0.0,4/19/2020,1/8/2023,true,4.781,Crime, Drama
