Name,Original_Language,Vote_Count,Vote_Average,First_Air_Date,Last_Air_Date,In_Production,Popularity,Genres
Amrutham Dhvitheeyam,te,1,10.0,3/25/2020,8/12/2020,false,5.81,Comedy
Nuvvu Evaru,te,1,10.0,1/20/2023,2/8/2023,true,1.201,Comedy, Sci-Fi & Fantasy, Drama
Gaalivaana,te,1,10.0,4/14/2022,4/14/2022,true,4.248,Crime, Mystery
Anger Tales,te,1,9.0,3/9/2023,3/9/2023,false,0.777,Drama, Comedy
9 Hours,te,1,9.0,6/2/2022,6/2/2022,false,4.051,Crime, Action & Adventure
Amrutham,te,5,8.0,11/18/2001,11/18/2007,false,1.954,Comedy, Family
Oka Chinna Family Story,te,1,8.0,11/19/2021,11/19/2021,false,2.539,Comedy, Family
11th Hour,te,1,8.0,4/8/2021,4/8/2021,false,2.433,Crime, Mystery
Vyavastha,te,1,8.0,4/28/2023,4/28/2023,false,1.595,Crime, Drama, Mystery
G.O.D - Gods Of Dharmapuri,te,1,8.0,10/23/2019,10/23/2019,true,2.222,Action & Adventure, Drama
Kudi Yedamaithe,te,4,7.5,7/16/2021,7/16/2021,true,2.486,Mystery, Sci-Fi & Fantasy
TEAM RVBW,te,2,7.5,5/1/2023,5/1/2023,true,0.838,Comedy, Drama
The Software DevLOVEper,te,2,7.0,7/31/2020,10/27/2020,true,13.467,Drama, Comedy
Jhansi,te,2,7.0,10/27/2022,1/19/2023,true,2.916,Action & Adventure
Shootout at Alair,te,1,7.0,12/25/2020,2/12/2021,false,1.4,Crime, Drama
Save the Tigers,te,1,7.0,4/27/2023,4/27/2023,true,1.012,Comedy, Drama
Dead Pixels,te,1,7.0,5/19/2023,5/19/2023,true,0.6,Comedy
Puli Meka,te,1,7.0,2/23/2023,2/23/2023,false,3.853,Crime, Mystery
Bad Trip,te,1,7.0,3/10/2023,3/10/2023,true,1.96,Comedy, Drama
Shaitan,te,1,7.0,6/15/2023,6/15/2023,true,1.244,Crime, Drama
Sin,te,1,7.0,3/25/2020,3/25/2020,true,6.592,Drama
Kumari Srimathi,te,1,7.0,9/28/2023,9/28/2023,true,19.008,Comedy, Drama
GangStars,te,5,6.8,6/1/2018,6/1/2018,true,1.692,Drama, Crime
Athidhi,te,2,6.5,9/19/2023,9/19/2023,true,5.219,Drama, Mystery
Ekkadiki Ee Parugu,te,3,6.0,1/8/2019,1/8/2019,false,1.327,Mystery, Drama
Dayaa,te,2,6.0,8/4/2023,8/4/2023,false,8.763,Crime, Mystery
Meelo Evaru Koteeswarudu,te,2,6.0,6/9/2014,2/15/2017,true,2.31,Reality
Parampara,te,2,6.0,12/24/2021,7/21/2022,true,5.719,Crime, Drama
Addham,te,1,6.0,10/16/2020,10/16/2020,true,2.926,Drama
Meet Cute,te,1,6.0,11/25/2022,11/25/2022,false,2.716,Drama, Comedy, Family
Bigg Boss Telugu,te,9,5.8,7/16/2017,9/13/2023,true,1.877,Reality, Reality
Modern Love Hyderabad,te,3,5.7,7/8/2022,7/8/2022,false,3.611,Comedy, Drama
Newsense,te,2,5.5,5/12/2023,5/12/2023,true,1.845,Drama
Anya's Tutorial,te,2,5.5,7/1/2022,7/1/2022,true,1.4,Mystery
Maa Neella Tank,te,3,5.3,7/15/2022,7/22/2022,false,2.695,Action & Adventure, Comedy, Drama
Recce,te,2,5.0,6/17/2022,6/17/2022,true,2.425,Crime, Drama
Pitta Kathalu,te,4,4.5,2/19/2021,2/19/2021,false,4.612,Drama
Sam Jam,te,1,2.0,11/13/2020,1/8/2021,true,1.146,Comedy, Family, Talk
Hello World,te,1,2.0,8/12/2022,8/12/2022,true,1.932,Comedy, Drama
Agent Anand Santosh,te,1,2.0,7/22/2022,8/26/2022,true,1.176,Comedy
Aha Naa Pellanta,te,1,1.0,11/17/2022,11/17/2022,false,2.102,Comedy, Drama
Sixth Sense,te,0,0.0,3/31/2018,4/16/2023,true,6.187,Reality
Loser,te,0,0.0,5/15/2020,1/21/2022,true,1.768,Drama
Hey Krishna,te,0,0.0,1/25/2018,1/25/2018,false,1.574,Drama
Brahma Mudi,te,0,0.0,1/24/2023,9/4/2023,true,8.28,Comedy, Drama, Family
Surya,te,0,0.0,2/16/2021,7/7/2021,false,0.862,Drama, Comedy
Geetha Subramanyam,te,0,0.0,,5/1/2023,true,0.6,
Chef mantra,te,0,0.0,3/7/2024,3/7/2024,true,1.433,
Arabia Kadali,te,0,0.0,,,true,1.794,Drama
The Rana Connection,te,0,0.0,,,true,2.705,Talk
