Name,Original_Language,Vote_Count,Vote_Average,First_Air_Date,Last_Air_Date,In_Production,Popularity,Genres
Want to See You,vi,2,10.0,6/5/2022,8/28/2022,false,2.66,Drama
Stupid Genius,vi,2,10.0,6/9/2023,7/14/2023,false,5.39,Comedy, Drama
Descendants of the Sun,vi,1,10.0,9/29/2018,3/2/2019,true,1.4,Drama
REAPERS TV,vi,1,10.0,7/23/2021,7/23/2021,true,0.6,Reality
ViAn,vi,1,10.0,5/6/2023,7/25/2023,false,7.657,Drama, Comedy
Stage Of Love: The Series,vi,1,10.0,6/12/2020,8/7/2020,true,1.06,
Nơi giải tỏa căng thẳng cho Dev,vi,1,10.0,5/22/2023,5/22/2023,true,0.6,
A Lifetime of Resentment,vi,1,10.0,12/13/2017,1/25/2018,true,1.96,Drama
Mickey Mouse Club,vi,1,10.0,9/15/2017,9/15/2017,true,0.6,
Nation's Brother,vi,1,10.0,12/30/2020,2/19/2021,false,1.369,Drama, Comedy
Love Bill,vi,1,10.0,10/29/2022,1/10/2023,false,7.78,Drama
Đấu Phá Thương Khung 2D,vi,1,10.0,1/20/2021,9/24/2021,true,0.6,
Bình Minh Phía Trước,vi,1,10.0,7/6/2022,7/19/2022,false,0.6,Drama, War & Politics
Don't Vex a Mom!,vi,1,10.0,12/1/2022,3/3/2023,false,3.725,Drama, Comedy
The Letters,vi,1,10.0,2/1/2022,2/1/2022,true,0.6,Drama
Hellbound Village,vi,1,10.0,10/23/2023,11/7/2023,true,40.748,Mystery, Drama
Đường Lên Điện Biên,vi,1,10.0,,,false,0.6,Drama, War & Politics
Mr. Cinderella,vi,4,9.8,11/28/2021,9/30/2023,true,27.774,Drama
Hellbound Village,vi,2,9.5,10/23/2023,11/14/2023,true,28.259,Mystery, Drama
Suddenly Happy Family,vi,2,9.5,3/9/2023,9/15/2023,false,21.765,Family, Comedy, Drama
Suddenly Want to Cry,vi,1,9.0,8/25/2008,11/12/2008,false,5.379,
Papa,vi,1,9.0,1/2/2020,1/30/2020,false,0.6,Drama, Family, Comedy
My Lascivious Boss,vi,2,8.5,4/4/2021,6/6/2021,false,2.195,Drama
Follow My Sunshine The Series,vi,2,8.0,12/23/2020,1/20/2021,true,1.345,Drama
The Switch,vi,2,8.0,1/22/2018,4/25/2018,true,3.842,Action & Adventure, Drama
Beauty SaiGon,vi,1,8.0,5/7/2018,7/25/2018,true,0.633,Drama
way of the dragon,vi,1,8.0,5/11/2015,6/16/2015,true,0.6,
Giant Not Husband,vi,1,8.0,1/11/2015,1/17/2017,false,0.6,Drama
Nguyên Soái Vui Vẽ,vi,1,8.0,12/1/2012,10/19/2013,true,0.84,Comedy, Sci-Fi & Fantasy
You Are My Sunshine,vi,1,8.0,12/18/2021,12/25/2021,false,0.704,Drama
Remember In Who,vi,1,8.0,11/4/2017,3/4/2018,true,2.838,Drama, Family
Mê Cung,vi,1,8.0,4/24/2019,4/24/2019,true,0.84,Crime
Extremely Perilous Love,vi,3,7.667,7/21/2023,8/13/2023,true,1.096,
11 Months and 5 Days,vi,2,7.5,7/28/2021,11/10/2021,false,2.413,Drama, Comedy
You Are My Boy,vi,4,7.0,1/5/2021,2/23/2021,false,2.255,Drama, Comedy
Paris By Night,vi,1,7.0,2/14/1986,5/4/2023,true,5.479,Documentary, Family, Comedy
Ly Thuong Kiet,vi,1,7.0,5/31/2018,2/6/2019,false,0.6,Animation, War & Politics
How Beautiful Life is Still,vi,1,7.0,4/3/2023,7/12/2023,false,0.983,Drama, Comedy
Not Just Flatmates,vi,19,6.211,6/1/2023,7/21/2023,true,1.234,Sci-Fi & Fantasy
Takeshi's Castle,vi,3,6.0,3/25/2017,6/17/2017,false,0.738,Comedy, Reality
The Star Always Follow You,vi,2,6.0,11/26/2022,1/14/2023,false,1.649,Drama
Scarlet Hill,vi,5,5.4,11/4/2022,11/4/2022,false,4.755,Mystery, Crime, Action & Adventure, Drama
Porcelain,vi,1,4.0,,,false,0.84,
Tien Bromance,vi,4,3.2,2/13/2020,6/15/2021,false,6.586,Drama
Sea Him,vi,1,2.0,10/31/2020,3/15/2021,false,1.198,Drama, Action & Adventure
Bước nhảy hoàn vũ nhí,vi,0,0.0,7/18/2014,8/29/2015,true,0.6,
Những chàng trai sân cỏ,vi,0,0.0,8/15/2018,1/29/2019,true,0.888,Comedy
Em Đẹp Nhất Trần Gian,vi,0,0.0,1/12/2021,1/12/2021,true,0.6,
Code Red,vi,0,0.0,12/1/2019,12/1/2019,true,0.6,
Oan Nghiệt,vi,0,0.0,1/1/2018,1/1/2018,true,0.6,
